,text
1116,"No, no, no. I don't need all of that. Thank you very much"
1117,I'm not interested.
1118,"No, no."
1119,take my name off of your calling list.
1120,No. Thank you.
1121,can you remove me from this list
1122,Go fuck yourself!
1123,I'd like you to stop fucking calling me.
1124,No ma'am
1125,Please hang up and please take my name or if you'll call a list.
1126,Please don't call me anymore.
1127,Quit calling me
1128,Not interested.
1129,I don't need that. I don't need tha
1130,"don't need anything,"
1131,don't call no more.
1132,I don't know why you guys keep calling me
1133,Don't call anymore.
1134,I'm not interested.
1135,I don't need no life insurance.
1136,I'm going to hang up.
1137,"No, ma'am,"
1138,I don't need a final expense.
1139,please remove my number from your call list.
1140,I don't need that to help my own financial estate.
1141,You've called the commercial number. Can you please take the number off your list
1142,I'm not interested in
1143,I'd like you to quit calling me
1144,How do you keep on calling people bullshit
1145,I must tell what police quit calling. I don't need anything.
1146,I'm not interested.
1147,You can take us off that call list
1148,"No, thank you"
1149,I don't need anything
1150,"Would you take me off your list, please?"
1151,I'm not interested.
1152,I don't need it.
1153,please stop calling.
1154,Would you please take me off your call
1155,shit
1156,I don't need this
1157,Not worth a shit. I just buried my wife and if you fucking people don't quit calling
1158,Take the FU list.
1159,Don't want to talk to you.
1160,So you're going to call me every day?
1161,"No, thank you."
1162,we don't need it.
1163,I'm not interested in it.
1164,I don't want to talk about that.
1165,I'm not interested.
1166,I am not interested
1167,I'm not interested.
1168,I don't need anything.
1169,People keep calling me. It's driving me crazy.
1170,You have called a business.
1171,I'm fucking horrible since you called. You called to put me on the call list.
1172,I'm not interested
1173,I don't need this call anymore.
1174,Stop calling me
1175,I cannot afford
1176,You're calling list.
1177,I'm not interested in
1178,I think you got the wrong number.
1179,Please remove this from your list.
1180,will you guys quit calling me at Medicaid?
1181,I don't think I'd be interested.
1182,I'll take me off.
1183,Please don't call me.
1184,"No, no, no, thank you. Goodbye."
1185,"Kiss my ass. Stop calling this goddamn number, you fucking jackass."
1186,I've asked you guys not to call me anymore. So could you not call me anymore?
1187,I'm not interested in this
1188,I'm not interested in the final expense insurance.
1189,I'm still not interested.
1190,I really am not interested.
1191,I don't need no final expense.
1192,You're calling off of a spoofed number.
1193,I don't think I'm interested right now.
1194,So take my name off your list.
1195,Quick calling me.
1196,I'm not interested.
1197,Stop calling me
1198,Don't need it
1199,I don't need it.
1200,"No, thank you."
1201,I don't need any shit.
1202,I'm not interested in that.
1203,Don't call us.
1204,I'm all shit.
1205,. I don't need any more
1206,"No, no."
1207,Can I please be taking off the calling list?
1208,I wish you would stop calling.
1209,I wouldn't be interested.
1210,I'm fine as long as you people stop calling me. I get so many damn calls.
1211,I don't think I'm interested.
1212,fuck off.
1213,"No, I don't think so. Thank you."
1214,quit fucking calling me
1215,I've asked to take my name off your call list.
1216,so take me off the list
1217,So you don't have to call me more with this. So you don't have to call me more with this.
1218,Please take us off your call list
1219,You must have a wrong number.
1220,this is like the third time you've called this morning.
1221,I want you to take my number off.
1222,Are you fucking idiot?
1223,I'm not interested.
1224,Could you please take me off your list?
1225,Not really
1226,no. I'm not ready.
1227,I'm tired of these pain calls.
1228,I am not interested
1229,Y'all won't stop calling me. So me and my husband is going to sue.
1230,No. I don't care for it.
1231,we don't need any benefits.
1232,I wish I could quit calling me six times a day.
1233,"Oh, but I'm not interested."
1234,This is a hospital room.
1235,Don't call this number.
1236,I don't need no business.
1237,I am not interested in this.
1238,I'm not interested.
1239,there is so many people keep calling.
1240,quick. Call me.
1241,Don't call me anymore.
1242,I'm not interested in any of you.
1243,I don't need nothing.
1244,I have no help.
1245,fuck off
1246,Could you take me off your mailing list?
1247,Please take this number off your list
1248,"No, I don't need any new benefits"
1249,I'm not interested.
1250,I'm not interested.
1251,Take me out your list
1252,Please do not call anymore
1253,Can you take me off the
1254,I won't need it.
1255,"I've already talked with somebody. I've asked you all to take me off your call list and stop calling me, please."
1256,Do not call this please
1257,don't call me.
1258,I'm not interested in the insurance
1259,I'm not interested in further insurance.
1260,I am not interested
1261,I'm fucking shit over at my house.
1262,Why do you keep calling me
1263,I fucking said no.
1264,I'm going to report it to whoever I can report it to from the police department to FCC and everybody else. Do not call.
1265,wouldn't be interested in that anyway.
1266,Once called Senior you fucking shag it.
1267,put me on a no-call list.
1268,"No, I'm not ready"
1269,I don't need a
1270,So if you can please remove it from your
1271,I don't need your product.
1272,I don't give a fuck about that shit.
1273,You take my name off your list.
1274,we're not interested
1275,I don't need any
1276,take me off your list
1277,I'm not interested right now.
1278,I just want to die
1279,"No, it isn't."
1280,y'all keep calling me.
1281,"you're a phony and a fraud, so stop calling."
1282,I'm not interested.
1283,I don't think that we're interested.
1284,put me on your national do not call list.
1285,If you're a please take her off the call list and quit calling.
1286,you can take me off your phone list.
1287,"this numbers on the do not call list, so please do not call."
1288,"Could you please take me off the call list,"
1289,I don't want none
1290,I am not interested in this.
1291,"No, thank you"
1292,I wouldn't be interested.
1293,"No, I'm not ready"
1294,I'm not interested.
1295,I'm not interested in life insurance.
1296,I'm not interested.
1297,Don't call my phone anymore.
1298,Please do not call me again. Do not call me.
1299,I'm not interested in this
1300,I'm not interested.
1301,I'm not interested.
1302,I'm not even ready.
1303,wrong number.
1304,I'm not interested.
1305,You call me so many times
1306,I'm not interested
1307,Stop calling me
1308,quick calling
1309,Stop calling me
1310,"Remove my number from your list, please."
1311,this is a do not call number.
1312,I don't need nothing.
1313,"Oh, I wouldn't."
1314,I'm not interested
1315,"No, I didn't buy anything."
1316,I don't need no more
1317,"No, no, no. I don't need all of that"
1318,Your bothering me.
1319,"but no, thank you."
1320,I'm tired of phone calls. Don't...
1321,I'm not interested.
1322,Can you please stop calling my phone
1323,You're calling me on the same different numbers all the time
1324,I'm not interested
1325,I'm not interested.
1326,I'm not interested
1327,"Oh, oh. No"
1328,"No, thank you"
1329,I'd like to learn more about this scam
1330,I don't want to remove my number from your call list.
1331,"If you can stop calling, I'd appreciate it."
1332,bitches?
1333,I need to move my name from your list.
1334,I'm not interested.
1335,You need to get this number off your list.
1336,Could you take my number off
1337,I don't want that.
1338,I think you got the wrong number.
1339,Why you people keep calling me?
1340,I'm not interested.
1341,Could you just stop calling me
1342,Take me off the call list.
1343,Please put me on the do not call.
1344,I'm not interested
1345,"Shut up, bitch."
1346,Take us off your list
1347,Not interested
1348,"Becky, please leave my number, leave my number."
1349,I don't need two of them
1350,just fuck yourself.
1351,Would you stop calling me
1352,I'm not interested in that.
1353,Fuck you
1354,I'm not interested in this
1355,I don't need that.
1356,", I'm not interested in this plan"
1357,"you've been favor of the shut up, please. Take my off-road list."
1358,We're not interested. Thank you.
1359,Please stop calling me
1360,You gonna let me fuck your big dick?
1361,I'm not interested.
1362,I've actually all not to call me no more
1363,I don't want any more calls.
1364,I don't need it
1365,please don't call me no more.
1366,I'm not interested
1367,I'm not interested.
1368,Fuck you guys. Stop calling.
1369,I'm not interested in...
1370,I'm not interested in this
1371,"No, that's okay"
1372,. I wish you would never call me again.
1373,Why do you keep calling me? I don't want you to call me.
1374,do you enjoy wasting my time every day
1375,I don't need to buy anything.
1376,I don't need to.
1377,I'm not interested.
1378,I am not interested.
1379,I'm not interested
1380,"No, thank you."
1381,"no, I don't need you"
1382,I'm not interested.
1383,Put me on the do not call
1384,I'm going to ask again that you remove me from the call list and do not call this number again
1385,I am not interested in any kind of insurance
1386,would you just take me off your list?
1387,"I'm not interested,"
1388,I'm not even interested
1389,What the fuck
1390,I want to speak to a representative
1391,Please stop calling.
1392,off your list
1393,I have got this call so many times and it's so annoying.
1394,I don't need that.
1395,I don't need any insurance mail.
1396,Nope.
1397,I'm not interested.
1398,Don't call back.
1399,I'm not impressed with that.
1400,Put me on your D not call list.
1401,"No, I don't need any new benefits"
1402,I wish you people a quick call on me please.
1403,I'm not interested in any life insurance.
1404,I don't need that coverage
1405,please stop calling me.
1406,Please keep an eye on your list.
1407,Can you take me off your list
1408,
1409,I'm not interesting.
1410,I would like to be taking off your call list.
1411,No. Stop calling.
1412,None of your business.
1413,You got the wrong number
1414,Can you take me off your list?
1415,Don't call me again
1416,No ma'am.
1417,I'm not interested
1418,I'm not interested.
1419,I don't need any benefits.
1420,Give your damn head. Don't call me.
1421,I'm not interested.
1422,I'm not interested.
1423,I'll take me off.
1424,"No, thank you."
1425,"how many times do you want to call, buddy"
1426,don’t call here again
1427,Please stop calling.
1428,Could you take my number off your
1429,"I'm not interested,"
1430,"No, thank you."
1431,it's a scam.
1432,My name and number off of your list.
1433,"No, I'm not interested."
1434,I'd like to learn more about your grandma's asshole
1435,I'm not interested in any life insurance.
1436,motherfucker
1437,Please add me to your do not call list
1438,No. Thank you.
1439,", I'm not interested in this plan"
1440,"Don't call this number again, put on your no-call list."
1441,I don't need any
1442,I don't need any
1443,Why would I be getting these calls every two minutes?
1444,I'm not interested.
1445,I would like for you to remove us from your call list.
1446,I'm not interested.
1447,Can you put me on the do not call
1448,Do not call.
1449,No. Okay.
1450,I'm not interested.
1451,I'm not even interested
1452,don't call me no more with it
1453,put me on a do not call this.
1454,Please take me off your list.
1455,We don't need any of them.
1456,Will you let me fucking talk
1457,I don't want it.
1458,Can you take my name off this?
1459,Can you remove me from your callers
1460,Not interested.
1461,please take my name and number off of your calling list.
1462,I'm going to talk to you and quit calling.
1463,Leave me alone. Take me off your call list.
1464,. I am not interested in anything else.
1465,Do you need to speak to someone in the braces side or general dentistry?
1466,Stop calling this number.
1467,I don't like deals over the phone
1468,I'm not interested in life insurance.
1469,You can call me for this shit.
1470,I can't talk right now.
1471,You want to fuck?
1472,I'm not interested in it
1473,I'm worth a shit. I'm still alive and kicking.
1474,I don't need no insurance.
1475,You guys keep calling.
1476,no. Thank you.
1477,I've asked him many times to take this number off your listings.
1478,We wouldn't be interested in any insurance
1479,"you just call me yesterday,"
1480,you call me 15.
1481,Please take this number off of your list
1482,Please take me off your call list.
1483,Take me off
1484,"No, I don't like that."
1485,"I'm not interested, thanks"
1486,Could I get put on the do not call
1487,Please don't call me anymore.
1488,I asked you guys to stop calling my numbers.
1489,I'm not interested in it
1490,I don't need it.
1491,"You call me last night,"
1492,I'm not interested.
1493,"Take me off your list, please"
1494,Not interested.
1495,"No, no, no,"
1496,I'm not interested.
1497,I'm not interested.
1498,"I've got no bullshit today,"
1499,"I'm not interested, ma'am."
1500,don't bother calling me.
1501,I do not want insurance.
1502,I don't appreciate this call.
1503,let me tell you I have to tell you not to call me.
1504,"No, thank you."
1505,Don't call no more.
1506,Would you stop calling here?
1507,I'm not interested
1508,I told you not to keep going
1509,"No, thank you."
1510,Don't need anything.
1511,Same as I was last time you called.
1512,I don't need that.
1513,I'm not interested.
1514,I don't need that.
1515,Take me off your calling list.
1516,Do not call me.
1517,Can you remove me off your card and list
1518,So did you get me on doing a call list? I also have to block.
1519,I think you have the wrong number.
1520,I don't need no damn senior benefits.
1521,I don't need any of the life insurance.
1522,I am not interested in health insurance.
1523,"No, thank you. Right now."
1524,I'm not interested in anything.
1525,I don't need one.
1526,"Becky, shut the fuck up"
1527,fuck off
1528,Can you remove my number from your...
1529,I don't want to
1530,Stop calling my phone
1531,"No, no, I don't need"
1532,"At until we stop calling, yeah, got in somewhere."
1533,I'm not interested.
1534,I'm not interested in overshoring
1535,Not interested.
1536,I don't need that.
1537,your calling list.
1538,y'all keep calling.
1539,I'm not interested.
1540,I'm not interested.
1541,I don't need it.
1542,Please take me off this list.
1543,Stop calling me with this shit.
1544,Put me on your no call list.
1545,Take me off your list right now.
1546,Don't call me again.
1547,Don't need any senior benefits or anything else.
1548,You stupid sandnegger!
1549,"Would you take me off your list,"
1550,I don't need this
1551,this is my daughter's phone you're calling. So if you could just remove the number
1552,I'm not interested.
1553,"You will fucking die. You will fucking die. You got it, right?"
1554,I don't need the more.
1555,We don't need that.
1556,"Oh, no, thank you"
1557,I don't need any of them
1558,Please take us off of your...
1559,you call me 17 times this and I told you that I answer.
1560,I'm not interested.
1561,I'm not interested in the program.
1562,Don't call me back again.
1563,I don't need those license services.
1564,Take me off the list.
1565,"No, thank you."
1566,You need to go fuck yourself.
1567,quick calling here. 
1568,I'm not interested.
1569,I don't need any insurers from you
1570,I don't need it.
1571,I don't want to participate in anything.
1572,you've got to remove my number from your list. I'm going to have to remove my number from your list.
1573,"No, no, no,"
1574,will you please quit calling me?
1575,I'm not interested.
1576,You take me off your call list.
1577,Would you please take me off your call list? Thank you.
1578,Stop calling.
1579,I'm not interested.
1580,harassment. Every five minutes I get a phone call from you guys.
1581,Take me off the coldes
1582,I'm not interested
1583,I'm not interested.
1584,Please set me off your list.
1585,I'm not interested
1586,Will y'all please stop calling?
1587,Thank you so much for connecting with the Unlule Insurance Coats on our recorded line.
1588,Will you please stop. Call me.
1589,I don't need life insurance.
1590,Take me off your list
1591,I don't need no live insurance.
1592,please quit calling me
1593,"Can you remove our number from your listing,"
1594,I'm not interested.
1595,I don't need funeral expenses
1596,"If you could remove my name, it'd save us both some time."
1597,Could you just remove me from this calling one
1598,"I'm kind of not interested,"
1599,We wouldn't be interested.
1600,"No, thank you"
1601,Can you take me off the call list?
1602,I'm not
1603,I don't need any other.
1604,Fuck you
1605,We don't need not be.
1606,Don't call me again.
1607,No. No.
1608,I am not interested in this right now.
1609,You just called me 10 minutes ago.
1610,I don't need no burial law insurance.
1611,"I didn't want... No, no, no, no. I don't want"
1612,I don't need it.
1613,Don't fucking call my motherfucking phone again
1614,I'm not interested.
1615,I don't want anything else.
1616,I don't think about it.
1617,Why don't you go fuck yourself with what these fucking calls I myself on your fucking cost?
1618,I'm not interested in it
1619,I'm not really interested.
1620,You're a line sack of shit scammer.
1621,you did that crap.
1622,Do not call here again.
1623,I'm not interested in this. I'm not interested in this.
1624,Can you stop calling me?
1625,That's how I'm going to go fucking...
1626,"Maybe when I'm dead, I have no way of knowing if I'll pay for it and when I get. So that's why I don't go for that."
1627,"No, not interested. Not interested"
1628,I don't need final expense insurance.
1629,you need to stop calling.
1630,I don't need any more.
1631,Fuck off.
1632,I don't need that
1633,So please take me off your call list or I'll report you guys.
1634,I will contact if you do not quit calling this number or race this number.
1635,I'm not interested. I'm not interested
1636,I'm not interested
1637,don't bother me with that shit
1638,But take me off the list
1639,I have a number you dumbass.
1640,I'm not interested in any insurance
1641,This is a business.
1642,Thank you for calling Sandy a laboratory federal credit.
1643,you get a carrot in sticking in your asshole
1644,No. No
1645,So would you take me off your list
1646,I'm not interested
1647,I'm not interested.
1648,m not interested in buying.
1649,Please don't ever call me anymore
1650,keep getting calls from you all.
1651,"I just fucking cussed you out of here, bitch. Don't call here."
1652,"Oh, no, thank you"
1653,How about y'all quit fucking calling me?
1654,"I'm not ready to die yet Becky, but I appreciate it."
1655,Take me off your
1656,I don't need any senior benefits.
1657,No. Thank you.
1658,I'm not interested.
1659,Fuck you
1660,add me to your do not call list.
1661,I'm not interested.
1662,I don't need it.
1663,"No, not right now."
1664,Take my name off your list
1665,"No, thank you."
1666,I'm not interested with this time.
1667,none of your business.
1668,", I'm not interested."
1669,"Can you get me up the list, please?"
1670,I don't need any help.
1671,I don't need to give you a pricing
1672,I don't need it.
1673,I don't need you
1674,I don't need you
1675,How won't you put me on a no-call list?
1676,Could you delete my number?
1677,I'm not even interested
1678,please remove our number from your
1679,I don't need any.
1680,"No, thank you."
1681,you called me this morning James
1682,"No, not at this time,"
1683,"No, bitch. Hang up."
1684,Please take this number off the list
1685,put me on your do not call list because I'm not a senior and I just keep getting these calls.
1686,You people have been calling me every day for like two months
1687,"Fuck y'all,"
1688,I'm not interested.
1689,Please don't call me back.
1690,get my number off this damn list.
1691,please just don't call again.
1692,Please quit calling. Please quit calling.
1693,"I think you've got the wrong number,"
1694,"No, I'm not"
1695,We don't need that.
1696,would y'all take me off the list?
1697,none of your business.
1698,I'm not interested.
1699,Take me off your calling list
1700,I'm not interested.
1701,"No, I didn't buy anything."
1702,I told you not to call me
1703,Remove me from your calling.
1704,No ma'am
1705,I don't give out personal information.
1706,". I don't need insurance,"
1707,You called the hospital
1708,Take me off the list
1709,"I don't want you to call me again, please."
1710,That's not okay.
1711,They were supposed to take my number and not call me anymore because there's a problem.
1712,Can you take us off your call list please
1713,"No, thank you. "
1714,Do not call
1715,Not really.
1716,I don't want any
1717,I'm not interested.
1718,I'm not interested.
1719,Please delete my number
1720,"Becky, no more calls please."
1721,I'm not interested in that.
1722,I'm not interested in that.
1723,Stop calling me.
1724,what the fuck you calling me for?
1725,Please stop calling
1726,You'll call me like five million times.
1727,you're calling a hospital home
1728,I'm not interested now.
1729,I don't need it.
1730,you are damn liar.
1731,Can you please remove my phone number from your list?
1732,take me off of your call list
1733,I don't need nothing like that
1734,do not want no life insurance
1735,Shut up!
1736,"No, I wouldn't."
1737,I'm not interested in thank you.
1738,So take me off your list.
1739,I don't need any more help.
1740,I'm not interested
1741,If you could take me off your list
1742,but I'm not interested right now
1743,I'm not interested
1744,I would appreciate it if he would stop calling me
1745,"No, thank you."
1746,could you take me off
1747,Will you please stop calling me
1748,I don't need no money.
1749,No interest. Goodby
1750,no. Thank you.
1751,I am not interested in it
1752,I wish that you would just quit calling me.
1753,never call me again
1754,Stop calling me
1755,"No, we're not enticing this."
1756,So quit wasting my time.
1757,Take the off the list.
1758,Did you call me last week too?
1759,"I'm good, motherfucker."
1760,You move my number to your lead.
1761,This is a business office and industrialization specialist.
1762,I don't need nothing.
1763,I don't need none
1764,"No, no, no, no, no, no."
1765,Please take me over your calling list.
1766,No. Thank you
1767,Take us off your calling list.
1768,I'd like to be removed from
1769,Fuck you
1770,I'm going to go fuck yourself.
1771,I'm not interested
1772,How many times you gonna call me?
1773,Would you please stop coming?
1774,I don't need the coverage
1775,"I'm not only no fucking fixed income. I work my ass off every day, put me on a do not call you."
1776,don't call me back. Take my name off.
1777,I don't need all of that
1778,you're calling a hospital.
1779,I don't need anything
1780,I don't need that stuff anymore.
1781,I don't want my insurance
1782,Not interested.
1783,I don't need any
1784,Stop fucking calling my goddamn phone.
1785,"No, thank you."
1786,fuck yourself.
1787,This is a business
1788,Please quit calling.
1789,I don't need life insurance
1790,Y'all are scammers. Stop calling me.
1791,"You were supposed to take my name off the call list,"
1792,It's not in your business.
1793,I'm not interested.
1794,please don't call again.
1795,I'm just not interested.
1796,I'm not an interest.
1797,I'm not interested.
1798,you can remove the phone number?
1799,I wouldn't be interested.
1800,I am not interested in health insurance.
1801,I don't want it.
1802,because I'm not interested
1803,I don't need to talk to him.
1804,"Oh, no, thank you."
1805,I keep asking people to take me off.
1806,Would you take me off your calling list?
1807,I am having sex with your mom.
1808,I'm not interested.
1809,I'm not interested in all of you
1810,I don't need that.
1811,Delete this number.
1812,please don't call me back.
1813,And you go fuck yourself James?
1814,I'm not interested.
1815,You must have the wrong number
1816,You take me off your call list
1817,I'm not really interested in
1818,"No, thank you."
1819,Can you remove me from your calling list?
1820,"No, thank you."
1821,I'm not interested.
1822,"Fine, but I don't need any senior benefits"
1823,Every day you bother me.
1824,I don't believe I need that.
1825,But you don't need to call me no more
1826,not interested.
1827,"No, I don't want"
1828,I don't need any senior benefits
1829,I don't need
1830,you guys call me a thousand times a day.
1831,"No, thank you"
1832,I would appreciate you guys not calling me anymore.
1833,This is a hospital
1834,No. Okay.
1835,Please take me off your list.
1836,"No, I'm not."
1837,You have the wrong number.
1838,can you please take me off this list?
1839,Can you guys please stop calling me?
1840,I'm not interested.
1841,"No, thank you"
1842,"Oh, I'm not interested"
1843,Get this off the phone.
1844,do not need no interest.
1845,I'm not interested.
1846,"you're not leaving me alone, are you?"
1847,"could you please take my number off your list, please?"
1848,"Becky, get a real fucking job."
1849,I got everything set up
1850,"but no, thank you."
1851,I'm not interested in benefits.
1852,fuck.
1853,I'm not interested.
1854,Take me off your call.
1855,you're calling to another main treat school.
1856,", I'm not interested."
1857,Quit calling me all the time.
1858,I'm not.
1859,please stop calling this number. I would appreciate it.
1860,"No, I'm not."
1861,Not really.
1862,I don't need none of that stuff. I'm already got this.
1863,I don't need any insurance.
1864,I wish you guys would stop calling my number.
1865,I'm not interested.
1866,I'll be a lot better if you guys could call me all the time
1867,stop calling me.
1868,I don't want to know a goddamn thing. 
1869,I'm really not interested in
1870,Please take me off the list.
1871,you removed me from your list
1872,I don't need it.
1873,I'm not taking out any more insurance.
1874,"no, I don't need you"
1875,Why do you guys keep calling me?
1876,Can you please take me off your calling list?
1877,can you take me off the list
1878,wrong number.
1879,I'm not interested.
1880,I run a business and I get about 20 calls a day from y'all.
1881,I don't need it.
1882,you have called me before.
1883,"No, thank you."
1884,Please don't call here anymore.
1885,I'm not interested.
1886,Can you quit calling me?
1887,I'm not interested
1888,Take me off of your call list.
1889,I don't need them.
1890,please put me on the do not call list because they call me 1200 times a day?
1891,I won't need it.
1892,I don't understand why they keep calling me
1893,Stop calling.
1894,I don't think I was interested.
1895,I don't need a license insurance
1896,You call me everyday
1897,so quit sussin' call on me.
1898,i'm not interested.
1899,I don't need that.
1900,"No, I don't need it"
1901,We wouldn't be interested in any insurance
1902,I'm not interested in.
1903,I don't need you.
1904,please don't call.
1905,I'm not interested.
1906,I'm not interested.
1907,please stop calling us.
1908,That's not okay.
1909,I'm not really interested
1910,Can you please take my number off this phone call?
1911,I'm not interested.
1912,Let the fuck up the dog home and fucking phone asshole.
1913,Stop calling motherfucker.
1914,Please don't call me again
1915,I don't need to
1916,Please take me off the call list.
1917,"No, no."
1918,"No, thank you"
1919,Take me off your name and calling with us.
1920,I don't need that.
1921,I'm not interested now.
1922,It's not in your business.
1923,you really need to stop calling me.
1924,I would be real good if people would quit calling me from Senior Benefits.
1925,No. Thank you
1926,You have the wrong number. You have the wrong number. You have the wrong number.
1927,We wouldn't be interested.
1928,I don't need anything.
1929,I don't want to have that.
1930,Will you please quit calling me
1931,I don't need nothing.
1932,I just wish you guys stop calling me just a waste of all of our time then.
1933,Don't call me no damn.
1934,I'm not interested.
1935,Can you take me off your phone list?
1936,And you rather the fucking guy. You fucked up.
1937,Take this number off of your list.
1938,Please remove me from your call list.
1939,You've called the place of business.
1940,I'm not interested
1941,if you took me off your call list
1942,. I'm not interested
1943,I am not interested.
1944,I don't want to do anything.
1945,I'm still not interested.
1946,Don't need it
1947,This is a business line.
1948,what the fuck do you want?
1949,I don't need anything like that
1950,Don't call me.
1951,Stop calling my phone moron.
1952,This is a business.
1953,No.
1954,I don't need life insurance at this point
1955,Motherfucker. Is your mama 40?
1956,We are pleased to stop calling me by some senior benefits.
1957,I am not interested.
1958,Five people call me to while you want over the same thing they don't tell you
1959,You know what? I don't want to do this
1960,"No, thank you."
1961,Stop calling me.
1962,Please stop calling me.
1963,I'm not interested
1964,That's none of your goddamn business
1965,This is the third time you guys are called
1966,I'm not interested.
1967,"Well, stop calling. Well, stop calling."
1968,I'm not interested
1969,you call me every day
1970,I'm not interested in any insurance
1971,Stop calling me.
1972, I'm not interested in insurance
1973,I'll be real good when you take my name off the list.
1974,I don't think I'm interested.
1975,You guys comment 10 times a day.
1976,I don't need anything.
1977,I wish you all a quick calling
1978,"No, thank you."
1979,Eat a fat bag of dicks and go suck a fucking
1980,We are definitely not interested in
1981,Have to keep calling me
1982,We don't need it.
1983,I'm not in the middle of your funeral.
1984,Don't call in my phone.
1985,Take my name and call me
1986,I think you caught wrong place
1987,You call me a dozen times and I've asked her not to keep calling.
1988,"No, not at this time."
1989,Take my name off.
1990,Just take me off the call
1991,I don't need anything
1992,"I'm not interested,"
1993,", I'm not interested"
1994,Why don't you take me off your call list?
1995,I don't need to serve your service.
1996,Please don't call me back again
1997,this is the fifth time I've asked you guys to quit.
1998,I don't need this.
1999,you need to take me off of your call list please.
